rank,name,score,release_date,types,regions
1988,三轮车夫,7.6,1995,"犯罪,剧情","越南, 法国, 中国香港"
1989,娑婆诃,7.2,2019,"剧情,悬疑,惊悚",韩国
1990,安娜·卡列尼娜,7.5,1997,"剧情,爱情",美国
1991,自由坠落,7.8,2013,"剧情,爱情,同性",德国
1992,股疯,7.8,1994,"剧情,喜剧","中国大陆, 中国香港"
1993,念念,7.0,2015,"剧情,爱情,家庭","中国香港, 中国台湾"
1994,危险关系,7.5,1997,"犯罪,剧情,惊悚",美国
1995,如沐爱河,7.7,2012,剧情,"法国, 日本"
1996,第九道门,7.3,1999,"剧情,奇幻,恐怖,悬疑,惊悚","法国, 西班牙"
1997,制造伍德斯托克音乐节,7.7,2009,"剧情,喜剧,音乐",美国
1998,哆啦A梦：大雄的月球探险记,7.2,2019,"剧情,动画",日本
1999,你的婚礼,7.3,2018,"剧情,爱情",韩国
2000,红色沙漠,8.0,1964,剧情,"意大利, 法国"
